id,name,category,repo,path,url,description,form,lang,required_capabilities,license,license_scope,repo_license,license_conflict,capabilities,repo_stars,stars_scope,path_last_commit,stale,checked_at,audit_level,audit_verdict
drclaw-biorxiv,bioRxiv Database Search,lit_review,OpenLAIR/dr-claw,skills/biorxiv-database,https://github.com/OpenLAIR/dr-claw/tree/HEAD/skills/biorxiv-database,"Searches bioRxiv preprint metadata and retrieves PDFs by keyword, author, date range, or subject category.",skill,en,net,unverified,repo_fallback,unverified,False,[],1057,monorepo_subpath_not_attributable,2026-02-27,False,2026-09-04,static,
drclaw-experiment-analysis,ML Experiment Results Analysis,statistical_analysis,OpenLAIR/dr-claw,skills/inno-experiment-analysis,https://github.com/OpenLAIR/dr-claw/tree/HEAD/skills/inno-experiment-analysis,"Analyzes experiment result files, runs significance tests and model comparisons, and drafts a Results section with accompanying figures.",skill,en,,unverified,repo_fallback,unverified,False,[],1057,monorepo_subpath_not_attributable,2026-02-26,False,2026-09-04,static,
drclaw-presentations,Academic Presentations & Demo Video,writing_submission,OpenLAIR/dr-claw,skills/making-academic-presentations,https://github.com/OpenLAIR/dr-claw/tree/HEAD/skills/making-academic-presentations,"Turns a paper into a slide deck and optionally a narrated demo video, covering script drafting, slide generation, text-to-speech narration, and video assembly.",skill,en,creds|net,unverified,repo_fallback,unverified,False,"[{'flag': 'creds', 'polarity': 'required', 'rule_id': 'creds.envvar', 'evidence_file': 'SKILL.md', 'evidence_line': 147, 'evidence': '| ElevenLabs | 3 (premium) | `pip install elevenlabs` + `ELEVENLABS_API_KEY` |'}]",1057,monorepo_subpath_not_attributable,2026-03-04,False,2026-09-04,static,
aris-proof-writer,Proof Writer,method_theory,wanshuiyin/Auto-claude-code-research-in-sleep,skills/proof-writer,https://github.com/wanshuiyin/Auto-claude-code-research-in-sleep/tree/HEAD/skills/proof-writer,"Drafts and completes rigorous mathematical proofs of theorems, lemmas, and propositions from a stated result and its assumptions.",skill,en,,MIT,repo_fallback,MIT,False,[],15726,monorepo_subpath_not_attributable,2026-07-13,False,2026-09-04,static,
scholar-qual,Scholar Qualitative Toolkit,qualitative_methods,joshzyj/open-scholar-skill,.claude/skills/scholar-qual,https://github.com/joshzyj/open-scholar-skill/tree/HEAD/.claude/skills/scholar-qual,"Runs grounded theory, reflexive thematic analysis, and content analysis with codebook development and inter-coder reliability checks, exporting to NVivo, ATLAS.ti, Dedoose, and MAXQDA formats.",skill,en,creds|hooks|net,unverified,repo_fallback,unverified,False,"[{'flag': 'creds', 'polarity': 'required', 'rule_id': 'creds.envvar', 'evidence_file': 'SKILL.md', 'evidence_line': 904, 'evidence': 'client = anthropic.Anthropic()  # uses ANTHROPIC_API_KEY env var'}, {'flag': 'hooks', 'polarity': 'required', 'rule_id': 'hooks.config', 'evidence_file': 'SKILL.md', 'evidence_line': 82, 'evidence': '**If the project was not initialized via `/scholar-init`**, the sidecar will not exist — skip this section and proceed to the MANDATORY PRE-STEP anonymization g'}]",140,monorepo_subpath_not_attributable,2026-08-25,False,2026-09-04,static,
alterlab-qualitative-methods,AlterLab Qualitative Methods,qualitative_methods,AlterLab-IEU/AlterLab-Academic-Skills,skills/research-tools/alterlab-qualitative-methods,https://github.com/AlterLab-IEU/AlterLab-Academic-Skills/tree/HEAD/skills/research-tools/alterlab-qualitative-methods,"Covers qualitative design and analysis across five traditions — thematic analysis, grounded theory, interpretative phenomenological analysis, ethnography, and case study — with trustworthiness criteria.",skill,en,net,MIT,declared_in_skill_frontmatter,MIT,False,[],63,monorepo_subpath_not_attributable,2026-07-02,False,2026-09-04,static,
scdenney-survey-design,Survey Instrument Designer,study_design,scdenney/open-science-skills,plugin/skills/survey-design,https://github.com/scdenney/open-science-skills/tree/HEAD/plugin/skills/survey-design,"Drafts and critiques survey question wording, response scales, and instrument flow against published social-science methodology to reduce measurement bias.",skill,en,,unverified,repo_fallback,unverified,False,[],54,monorepo_subpath_not_attributable,2026-09-02,False,2026-09-04,static,
scdenney-conjoint-design,Conjoint Experiment Designer,study_design,scdenney/open-science-skills,plugin/skills/conjoint-design,https://github.com/scdenney/open-science-skills/tree/HEAD/plugin/skills/conjoint-design,"Plans conjoint survey experiments, covering attribute architecture, randomization and orthogonality, power calculation, and AMCE/AMIE estimation.",skill,en,,unverified,repo_fallback,unverified,False,[],54,monorepo_subpath_not_attributable,2026-09-02,False,2026-09-04,static,
medsci-design-study,Medical Study Design Review,study_design,Aperivue/medsci-skills,skills/design-study,https://github.com/Aperivue/medsci-skills/tree/HEAD/skills/design-study,"Reviews cohort logic, comparator choice, and validation strategy for medical studies to surface leakage and validity risks before analysis begins.",skill,en,,MIT,repo_fallback,MIT,False,[],283,monorepo_subpath_not_attributable,2026-07-25,False,2026-09-04,static,
kdense-experimental-design,Experimental Design,study_design,K-Dense-AI/scientific-agent-skills,skills/experimental-design,https://github.com/K-Dense-AI/scientific-agent-skills/tree/HEAD/skills/experimental-design,"Plans studies before data collection, covering randomization, blocking, factorial and crossover layouts, and cluster or adaptive designs.",skill,en,,MIT,declared_in_skill_frontmatter,MIT,False,"[{'flag': 'net', 'polarity': 'mentioned', 'rule_id': 'net.api', 'evidence_file': 'SKILL.md', 'evidence_line': 249, 'evidence': 'http://export.arxiv.org/api/query?id_list=2609.00065) before writing the reference and take'}]",42609,monorepo_subpath_not_attributable,2026-09-02,False,2026-09-04,static,
medsci-meta-analysis,Meta-Analysis & Systematic Review,statistical_analysis,Aperivue/medsci-skills,skills/meta-analysis,https://github.com/Aperivue/medsci-skills/tree/HEAD/skills/meta-analysis,Runs the meta-analysis pipeline from PROSPERO protocol registration and risk-of-bias assessment through statistical synthesis and PRISMA-compliant reporting.,skill,en,,MIT,repo_fallback,MIT,False,[],283,monorepo_subpath_not_attributable,2026-08-19,False,2026-09-04,static,
medsci-analyze-stats,Medical Statistical Analysis,statistical_analysis,Aperivue/medsci-skills,skills/analyze-stats,https://github.com/Aperivue/medsci-skills/tree/HEAD/skills/analyze-stats,"Generates reproducible Python or R code for diagnostic accuracy, agreement, survival, propensity-score, and survey-weighted analyses, with a protected-health-information check before reading any data file.",skill,en,creds,MIT,repo_fallback,MIT,False,"[{'flag': 'creds', 'polarity': 'required', 'rule_id': 'creds.env', 'evidence_file': 'SKILL.md', 'evidence_line': 140, 'evidence': ""style_path = os.path.join(os.environ.get('CLAUDE_SKILL_DIR', '.'), 'references/style/figure_style.mplstyle')""}]",283,monorepo_subpath_not_attributable,2026-07-23,False,2026-09-04,static,
kdense-statistical-analysis,Guided Statistical Analysis,statistical_analysis,K-Dense-AI/scientific-agent-skills,skills/statistical-analysis,https://github.com/K-Dense-AI/scientific-agent-skills/tree/HEAD/skills/statistical-analysis,"Selects statistical tests, checks their assumptions, computes effect sizes, and reports results in APA format across t-tests, ANOVA, regression, and Bayesian alternatives.",skill,en,,MIT,declared_in_skill_frontmatter,MIT,False,"[{'flag': 'net', 'polarity': 'mentioned', 'rule_id': 'net.api', 'evidence_file': 'SKILL.md', 'evidence_line': 461, 'evidence': 'http://export.arxiv.org/api/query?id_list=2609.00065) before writing the reference and take'}]",42609,monorepo_subpath_not_attributable,2026-09-02,False,2026-09-04,static,
kdense-pymc,PyMC Bayesian Modeling,statistical_analysis,K-Dense-AI/scientific-agent-skills,skills/pymc,https://github.com/K-Dense-AI/scientific-agent-skills/tree/HEAD/skills/pymc,"Builds, fits, and validates Bayesian hierarchical models with PyMC, covering MCMC sampling, variational inference, and posterior predictive checks.",skill,en,,MIT,repo_fallback,MIT,False,"[{'flag': 'net', 'polarity': 'mentioned', 'rule_id': 'net.api', 'evidence_file': 'SKILL.md', 'evidence_line': 325, 'evidence': 'http://export.arxiv.org/api/query?id_list=2609.00065) before writing the reference and take'}]",42609,monorepo_subpath_not_attributable,2026-09-02,False,2026-09-04,static,
daaf-svy,Complex Survey Analysis (Python),statistical_analysis,DAAF-Contribution-Community/daaf,.claude/skills/svy,https://github.com/DAAF-Contribution-Community/daaf/tree/HEAD/.claude/skills/svy,"Analyzes complex-sample survey data in Python with strata, PSU, and weight handling, variance estimation, and survey-weighted GLM for datasets such as NHANES, CPS, and DHS.",skill,en,,LGPL-3.0,repo_fallback,LGPL-3.0,False,[],235,monorepo_subpath_not_attributable,2026-07-15,False,2026-09-04,static,
econ-review,Econ Paper Review,peer_review_rebuttal,hanlulong/econ-paper-review-skill,econ-review,https://github.com/hanlulong/econ-paper-review-skill/tree/HEAD/econ-review,"Produces a referee-grade report on an economics paper, checking identification strategy, inference, tables, equations, and references, and outputs a findings ledger with a prioritized revision plan.",skill,en,,unverified,license_file_in_skill_dir,unverified,False,[],18,monorepo_subpath_not_attributable,2026-07-15,False,2026-09-04,hands_on,works_with_caveats
nma-research,Network Meta-Analysis Pipeline,statistical_analysis,xinglongMedical/nma-research-skill,,https://github.com/xinglongMedical/nma-research-skill,"Runs a network meta-analysis from PICO to manuscript skeleton — search execution, dual-model screening, extraction, risk-of-bias, frequentist and Bayesian synthesis in R, GRADE rating, and PRISMA-NMA reporting — with five mandatory human decision gates and an audit log.",skill,zh,creds|external,MIT,license_file_in_skill_dir,MIT,False,"[{'flag': 'creds', 'polarity': 'required', 'rule_id': 'creds.envvar', 'evidence_file': 'SKILL.md', 'evidence_line': 62, 'evidence': '自动执行 pubmed / epmc / ctgov / openalex / s2 → 去重 → `citations.csv`（契约 §1）+ `m1_search_report.md`（按库命中/去重统计，PRISMA 数据源）+ 审计留痕。任一库失败只记报告不中断；s2 共享池易 429，建议设 `S2_API'}, {'flag': 'external', 'polarity': 'required', 'rule_id': 'external.runtime', 'evidence_file': 'SKILL.md', 'evidence_line': 20, 'evidence': '- **R ≥ 4.4**（已在 R 4.5.3 上验证）：`run_r.py` 按 `RSCRIPT` 环境变量 → PATH → 常见安装目录自动探测 Rscript。'}]",3,whole_repo_is_skill,2026-08-06,False,2026-09-04,hands_on,works_with_caveats
femis,FEM/CAE Governance,experiment_repro,test1card/femis-skill,,https://github.com/test1card/femis-skill,"Governs finite-element and CAE analysis claims across Ansys, Abaqus, Nastran, OpenFOAM, and COMSOL, enforcing idealization review, mesh-independence via GCI, verification and validation, and human sign-off gates.",skill,en,,Apache-2.0,declared_in_skill_frontmatter,Apache-2.0,False,[],4,whole_repo_is_skill,2026-06-29,False,2026-09-04,hands_on,works_with_caveats
creating-analysis-projects,Creating Analysis Projects,experiment_repro,wolf5996/agentic-skills,creating-analysis-projects,https://github.com/wolf5996/agentic-skills/tree/HEAD/creating-analysis-projects,"Scaffolds an R or bioinformatics analysis project on a read/write/checkpoints layout that keeps immutable inputs, tracked code, and untracked outputs separate.",skill,en,,unverified,repo_fallback,unverified,False,[],7,monorepo_subpath_not_attributable,2026-09-02,False,2026-09-04,hands_on,works_with_caveats
biorender-mechanism-figures,Biomedical Mechanism Figures,diagrams_schematics,yiyanli123/biorender-mechanism-figures-skill,biorender-mechanism-figures,https://github.com/yiyanli123/biorender-mechanism-figures-skill/tree/HEAD/biorender-mechanism-figures,"Plans biomedical mechanism figures, pathway maps, and graphical abstracts mechanism-first, then builds image-model prompts targeting vector or 300-600 DPI print output.",skill,en,,unverified,repo_fallback,unverified,False,[],20,monorepo_subpath_not_attributable,2026-05-06,False,2026-09-04,hands_on,works
critical-integrative-review,Critical Integrative Review,lit_review,ozzyzhou99/critical-integrative-review-skill,write-critical-literature-review,https://github.com/ozzyzhou99/critical-integrative-review-skill/tree/HEAD/write-critical-literature-review,"Builds a theory-developing literature review around a guiding question using a claim-source ledger and synthesis matrix, and blocks article-by-article summary and unsupported gap claims.",skill,en,,MIT,repo_fallback,MIT,False,[],0,monorepo_subpath_not_attributable,2026-08-09,False,2026-09-04,hands_on,works
verifying-proofs,Verifying Proofs,method_theory,chgagne/claude-skills-research,verifying-proofs,https://github.com/chgagne/claude-skills-research/tree/HEAD/verifying-proofs,"Checks a paper's theorem proofs, algebraic derivations, and bounds step by step, reporting missing hypotheses and absent base cases, and flagging a step as unverified rather than refuted when the paper never states a symbol's domain.",skill,en,,MIT,repo_fallback,MIT,False,[],4,monorepo_subpath_not_attributable,2026-08-17,False,2026-09-04,hands_on,description_drift
surveying-literature,Surveying Literature,lit_review,chgagne/claude-skills-research,surveying-literature,https://github.com/chgagne/claude-skills-research/tree/HEAD/surveying-literature,"Finds related work a draft may have missed by expanding outward through the citation graph and searching the draft's topic independently, grading each candidate by how much it threatens the novelty claim.",skill,en,creds,MIT,repo_fallback,MIT,False,"[{'flag': 'creds', 'polarity': 'required', 'rule_id': 'creds.envvar', 'evidence_file': 'SKILL.md', 'evidence_line': 70, 'evidence': '| Semantic Scholar | graph API, embedding-flavoured relevance | `S2_API_KEY`, 1 req/s |'}]",4,monorepo_subpath_not_attributable,2026-08-17,False,2026-09-04,hands_on,works_with_caveats
running-cluster-experiments,Running Cluster Experiments,experiment_repro,chgagne/claude-skills-research,running-cluster-experiments,https://github.com/chgagne/claude-skills-research/tree/HEAD/running-cluster-experiments,"Covers the methodology of multi-job experiment campaigns on Slurm clusters — walltime sizing, job and array shaping, submission order, and diagnosing runs that produced nothing or silently used the wrong configuration.",skill,en,creds|external,MIT,repo_fallback,MIT,False,"[{'flag': 'external', 'polarity': 'required', 'rule_id': 'external.sched', 'evidence_file': 'SKILL.md', 'evidence_line': 24, 'evidence': 'Login nodes are shared by hundreds of people and staff kill offenders. `squeue`,'}]",4,monorepo_subpath_not_attributable,2026-08-12,False,2026-09-04,hands_on,unverifiable
data-leakage-audit,Data Leakage Audit,experiment_repro,isshikiayane/research-workflow-skills,data-leakage-audit,https://github.com/isshikiayane/research-workflow-skills/tree/HEAD/data-leakage-audit,"Audits an ML pipeline for train-test contamination, temporal and spatial leakage, target and proxy leakage, preprocessing leakage, and evaluation contamination, classifying each finding by severity.",skill,en,,MIT,repo_fallback,MIT,False,[],2,monorepo_subpath_not_attributable,2026-08-12,False,2026-09-04,hands_on,works
research-question-audit,Research Question Audit,study_design,isshikiayane/research-workflow-skills,research-question-audit,https://github.com/isshikiayane/research-workflow-skills/tree/HEAD/research-question-audit,"Checks whether a plan, experiment, dataset, or claim still aligns with the frozen research question and protocol, and refuses to silently rewrite the governing artifact when drift is found.",skill,en,,MIT,repo_fallback,MIT,False,[],2,monorepo_subpath_not_attributable,2026-08-12,False,2026-09-04,hands_on,works
geospatial-data-qc,Geospatial Data QC,cv_data_annotation,isshikiayane/research-workflow-skills,geospatial-data-qc,https://github.com/isshikiayane/research-workflow-skills/tree/HEAD/geospatial-data-qc,"Quality-checks raster, vector, point, and remote-sensing datasets for CRS, datum, grid alignment, resolution, nodata, geometry validity, and spatial-join cardinality before analysis.",skill,en,,MIT,repo_fallback,MIT,False,[],2,monorepo_subpath_not_attributable,2026-08-12,False,2026-09-04,hands_on,works_with_caveats
map-research-sites,Map Research Sites,ml_plotting,Revonia-gh/evidence-first-research-skills,.agents/skills/map-research-sites,https://github.com/Revonia-gh/evidence-first-research-skills/tree/HEAD/.agents/skills/map-research-sites,"Validates tabular longitude and latitude data and renders reproducible SVG site maps, applying a per-row public, generalized, or restricted visibility policy with coordinate rounding.",skill,en,creds,MIT,repo_fallback,MIT,False,[],0,monorepo_subpath_not_attributable,2026-08-12,False,2026-09-04,hands_on,works
aer-identification,AER Identification,statistical_analysis,brycewang-stanford/AER-Skills,skills/aer-identification,https://github.com/brycewang-stanford/AER-Skills/tree/HEAD/skills/aer-identification,"Selects and stress-tests a causal identification strategy for empirical economics, covering staggered difference-in-differences, weak-IV-robust instrumental variables, regression discontinuity, synthetic control, and shift-share designs.",skill,en,external,MIT,repo_fallback,MIT,False,"[{'flag': 'external', 'polarity': 'required', 'rule_id': 'external.mcp', 'evidence_file': 'SKILL.md', 'evidence_line': 173, 'evidence': 'When a StatsPAI MCP server is connected, **select the validated tool, then let it'}]",48,monorepo_subpath_not_attributable,2026-07-08,False,2026-09-04,hands_on,works_with_caveats
memo-write,Analytic Memo Writing,qualitative_methods,smirik/psy-qm-skills,skills/memo-write,https://github.com/smirik/psy-qm-skills/tree/HEAD/skills/memo-write,"Scaffolds and indexes reflexive, comparative, integrative, and decision memos grounded in coded units, keeping the researcher's interpretation separate from the machine audit log.",skill,en,,MIT,repo_fallback,MIT,False,[],1,monorepo_subpath_not_attributable,2026-07-31,False,2026-09-04,static,
methodological-rules,Methodological Rules & Saturation,qualitative_methods,linxule/interpretive-orchestration,plugin/skills/methodological-rules,https://github.com/linxule/interpretive-orchestration/tree/HEAD/plugin/skills/methodological-rules,"Tracks multi-dimensional theoretical saturation, generates phase-sensitive methodological isolation rules, and logs rule changes and overrides to a reflexivity journal.",skill,en,,unverified,repo_fallback,unverified,False,[],17,monorepo_subpath_not_attributable,2026-02-01,False,2026-09-04,static,
formalize-problem,Formalize Problem,method_theory,MerLeanProver/MerLean,.claude/skills/formalizeproblem,https://github.com/MerLeanProver/MerLean/tree/HEAD/.claude/skills/formalizeproblem,"Translates an informal mathematical problem into faithful, type-checking Lean 4 statements left at `sorry`, surfacing inequivalent readings and degenerate cases before any proof is attempted.",skill,en,,Apache-2.0,repo_fallback,Apache-2.0,False,[],8,monorepo_subpath_not_attributable,2026-08-19,False,2026-09-04,static,
derivation-verify,Derivation Verify,method_theory,fkguo/nullius,skills/derivation-verify,https://github.com/fkguo/nullius/tree/HEAD/skills/derivation-verify,"Re-derives a formula, estimator, identity, or bound at least twice independently, clusters the results by mathematical equivalence, and emits a verification matrix recording agreement and outliers.",skill,en,,unverified,repo_fallback,unverified,False,[],16,monorepo_subpath_not_attributable,2026-07-12,False,2026-09-04,static,
